use_case	iteration	ari_batch	ari_celltype
MNN_Correct	5	0.122004848131544	0.518336303378839
MNN_Correct	6	0.110807933384567	0.492459055948072
MNN_Correct	7	0.121937769197534	0.428561973442251
MNN_Correct	8	0.13722338449724	0.497839763873314
MNN_Correct	9	0.105393920818363	0.499200438207291
MNN_Correct	10	-0.00337722043312276	0.983313009236025
MNN_Correct	11	0.0274881431725797	0.482546796725636
MNN_Correct	12	0.122364953906676	0.507183429711173
MNN_Correct	13	0.126893059858756	0.435129149022298
MNN_Correct	14	0.100736553087585	0.50824876594054
MNN_Correct	15	0.0386103381821594	0.461360297656121
MNN_Correct	16	0.0631802615843445	0.453284818977359
MNN_Correct	17	0.0191635555341253	0.480520664606348
MNN_Correct	18	0.0987594415728895	0.498410084894264
MNN_Correct	19	0.0136351731468333	0.78813077801896
MNN_Correct	20	0.101135676120915	0.518202425879751
quantnorm	1	-0.00266501203405433	0.983988448521526
quantnorm	2	-0.00232746919110726	0.946774038696918
quantnorm	3	-0.00275874072287946	0.968170442119367
quantnorm	4	0.000901554616425694	0.977190337464554
quantnorm	5	-0.00346859216201113	0.975713048398775
quantnorm	6	-0.00301087595218941	0.976418877903698
quantnorm	7	-0.000970903851183231	0.977190337464554
quantnorm	8	-0.00144139870676823	0.975713048398775
quantnorm	9	-0.00347112995084805	0.968916072951646
quantnorm	10	-0.00287413755594882	0.97642644169308
quantnorm	11	0.0127612895927546	0.450398714480664
quantnorm	12	-0.00229827256449331	0.968916072951646
quantnorm	13	-0.000877569034026776	0.977190337464554
quantnorm	14	-0.00308857508536186	0.954083105880369
quantnorm	15	-0.00123443859300106	0.56423872831299
quantnorm	16	0.135235828780998	0.538797385837302
quantnorm	17	-0.000666086354377456	0.550673178806057
quantnorm	18	-0.00348631215299114	0.961468125663049
quantnorm	19	-0.00123961836154053	0.984726946016955
quantnorm	20	-0.00194336997125846	0.977199115945054
Raw	1	0.297206817339105	0.523505560404821
Raw	2	0.305703795334537	0.506682551876647
Raw	3	0.120473669880727	0.450877214903439
Raw	4	0.355936045258948	0.494083491807661
Raw	5	0.306763322166205	0.4937595990432
Raw	6	0.312043311435491	0.508683335187449
Raw	7	0.137419146994087	0.451289486248719
Raw	8	0.324670169640965	0.497064854757015
Raw	9	0.303437973682711	0.502771886447313
Raw	10	-0.00337722043312276	0.983313009236025
Raw	11	0.338276266451392	0.506471173524876
Raw	12	0.333183241158305	0.501818204992202
Raw	13	0.29340234173581	0.511671166269847
Raw	14	0.315881396431664	0.497347565312185
Raw	15	0.293849405003133	0.506270091036765
Raw	16	0.301579887092084	0.505189407442481
Raw	17	0.318134546417608	0.498593629816965
Raw	18	0.294753332769164	0.507699932033273
Raw	19	0.337122069304003	0.506033258137079
Raw	20	0.295538567624839	0.494754899886738
scAEQN	1	-0.00346209297587995	0.906150736527521
scAEQN	2	-0.00096544238427669	0.890559661587923
scAEQN	3	-0.00117151589961564	0.868865082633629
scAEQN	4	-0.00299281056866175	0.906116594551556
scAEQN	5	-0.00175600665237085	0.869035009795482
scAEQN	6	-0.00283794352590909	0.883626913294126
scAEQN	7	-0.00175174786159944	0.870511214046746
scAEQN	8	-0.00317898996504821	0.898333917582739
scAEQN	9	-0.00128970913704084	0.876584814004964
scAEQN	10	-0.00159066606541288	0.890164883301748
scAEQN	11	0.0101010578483661	0.38302682379333
scAEQN	12	-0.00306834796765114	0.877344171125127
scAEQN	13	-0.00163161028253612	0.8989889231921
scAEQN	14	-0.00196455041672368	0.876433807112463
scAEQN	15	-0.00343609083647033	0.88358208592874
scAEQN	16	-0.00192271199716371	0.892689813240902
scAEQN	17	0.00748664446352714	0.381260917772129
scAEQN	18	-0.0006310256909362	0.88358208592874
scAEQN	19	-0.00337541313261413	0.92114556806052
scAEQN	20	-0.00215720383246692	0.898333917582739
Scanorama	1	0.0808416568734026	0.0837893136423329
Scanorama	2	0.0704139116451707	0.0767585653383952
Scanorama	3	0.0413934461708667	0.0264828869236753
Scanorama	4	0.0860664997876642	0.0647913404242763
Scanorama	5	0.0816865493119243	0.0705115003289095
Scanorama	6	0.0895247802966186	0.0585434692647415
Scanorama	7	0.0466971816848099	0.0210212518979675
Scanorama	8	0.0799394131101955	0.0738384181068594
Scanorama	9	0.0759316115474286	0.0789163299769761
Scanorama	10	0.0854261551937964	0.0825969041155646
Scanorama	11	0.0857253155127903	0.0917077532661683
Scanorama	12	0.0871752972535291	0.0833389791337069
Scanorama	13	0.0667025371851796	0.113104612849251
Scanorama	14	0.079133721082791	0.0622605777163293
Scanorama	15	0.077743600237792	0.0647960173698523
Scanorama	16	0.0399098408527378	0.0130355469051181
Scanorama	17	0.0620046737754842	0.0246759328529862
Scanorama	18	0.0770294924900384	0.071831728998495
Scanorama	19	0.0583731525240136	0.0230615102516482
Scanorama	20	0.101055405604894	0.103964533790156
scbatch	1	-0.0017652801707749	0.992332616953626
scbatch	2	0.401878699161994	0.532796744410309
scbatch	3	0.120473669880727	0.450877214903439
scbatch	4	0.72443492167317	0.19781316805834
scbatch	5	0.399035874274583	0.539601066335978
scbatch	6	0.401696528669261	0.532836035078766
scbatch	7	0.122491885555386	0.450877214903439
scbatch	8	0.723970571263999	0.19294183232249
scbatch	9	0.398207827461022	0.539622772097492
scbatch	10	-0.00285788948097614	0.992332616953626
scbatch	11	0.0317417066153335	0.476664575355599
scbatch	12	-0.00214514560232566	1
scbatch	13	0.398753239771239	0.541848702395992
scbatch	14	0.399511575242826	0.538954319270638
scbatch	15	0.123565263068618	0.450877214903439
scbatch	16	0.401204306761183	0.539010811858947
scbatch	17	0.0228365329331594	0.474835055783486
scbatch	18	0.398666643929159	0.539345129189893
scbatch	19	-0.00123961836154053	1
scbatch	20	0.400984334489345	0.539010811858947
scVI	1	-0.00141134307566637	0.953306396722182
scVI	2	-0.00279603393050817	0.953324360790237
scVI	3	0.0018498518234597	0.474929893461818
scVI	4	-4.95348634208012e-05	0.968186775788739
scVI	5	-0.00208022711374167	0.938664215442072
scVI	6	-0.00165991648059945	0.945953749537339
scVI	7	0.00860691647833825	0.471062338900711
scVI	8	0.00127772443499918	0.954095872439428
scVI	9	-0.00295413493980314	0.961468125663049
scVI	10	-0.00281348330481618	0.960708215539015
scVI	11	0.0241781959829647	0.487117319810317
scVI	12	-0.00239567543478959	0.968186775788739
scVI	13	-0.00127061239993121	0.953306396722182
scVI	14	-0.00329371011417052	0.953292415106515
scVI	15	0.00258755746014394	0.945953749537339
scVI	16	-0.00196672338017141	0.945972235775387
scVI	17	0.00146089227176877	0.938682575915392
scVI	18	-0.00332114727646088	0.968916072951646
scVI	19	-0.00111213293325542	0.97642644169308
scVI	20	-0.00268568684093787	0.960721655088931
