,0,1,2,3,4,5,6,7,8,9,batch,celltype
Human mature astrocytes.8,-4082.1472,-2335.6716,-1087.0596,-1300.0615,-1075.4357,1525.291,-539.92365,-867.9041,649.9434,356.7956,human,astrocytes
Human mature astrocytes.9,-4372.289,-2340.5308,-957.27386,-991.1182,-944.848,1017.27136,-468.15326,-604.1519,635.3406,241.6594,human,astrocytes
Human mature astrocytes.10,-4125.3975,-2170.1082,-885.5165,-962.92285,-792.63275,1111.8472,-571.7872,-1063.5216,-486.8208,-295.38348,human,astrocytes
Human mature astrocytes.11,-4203.319,-2258.0168,-881.2496,-761.56323,-682.5183,810.65656,-693.9577,-892.21606,-399.4054,-264.67148,human,astrocytes
Human Neurons,-4352.6157,-2430.4521,-538.8689,-156.50668,-180.13889,-1058.8312,-126.630554,58.289967,311.79922,136.71693,human,neurons
Human Oligodendrocytes,-2933.883,-2344.566,-742.9392,2259.0764,559.1042,-920.20233,-1350.921,153.30547,-1703.6837,369.38602,human,oligodendrocytes
Human Oligodendrocytes.1,-2686.3274,-2429.605,-663.34393,910.34186,2323.6897,-665.95715,-1631.9801,405.27023,-1342.2694,319.22275,human,oligodendrocytes
Human Oligodendrocytes.2,-1228.8557,-2366.9326,-665.8712,1713.4863,3493.617,-221.3842,-1982.0607,391.11057,-1935.1409,653.72485,human,oligodendrocytes
Human Oligodendrocytes.3,-2431.576,-2359.7002,-740.4486,671.57935,450.4379,-1198.4574,-1106.3049,262.16757,-809.23193,-218.78584,human,oligodendrocytes
Human Oligodendrocytes.4,-1398.1123,-2409.2007,-805.12244,1042.9336,1655.1038,-898.73145,-1651.3656,405.6547,-921.72375,-105.989784,human,oligodendrocytes
Human Microglia/Macrophage,-4416.7715,-2299.0647,-892.5322,2869.2627,-747.3282,-290.4792,-134.34308,600.05774,937.806,606.2134,human,microglia
Human Microglia/Macrophage.1,-4453.4487,-1908.9592,-990.31226,7822.341,-1305.6339,703.6712,495.26337,-83.51297,-169.34077,97.126915,human,microglia
Human Microglia/Macrophage.2,-4451.2324,-1534.9723,-1010.68713,11999.528,-2138.4849,2423.5605,2138.1748,7.7628365,825.9944,-500.43417,human,microglia
Human Endothelial,-4283.5767,-2385.6946,-434.4218,459.31647,-154.62357,-1515.6497,-942.509,103.72065,-133.22186,-646.84326,human,endothelial
Human Endothelial.1,-4137.1494,-2397.9553,-470.24152,-36.389072,-201.90128,-1387.785,-611.69763,128.06078,417.3615,-825.70337,human,endothelial
Human whole cortex,-4099.43,-2468.0347,-761.5715,-510.16544,-137.47397,-1244.2267,-410.05075,336.17648,979.6773,-922.9844,human,whole brain
Human whole cortex.1,-4372.732,-2506.9424,-885.5966,-583.4493,-252.6303,-1319.2892,-693.3141,632.3647,1462.0796,-1044.3354,human,whole brain
Human whole cortex.2,-4328.281,-2473.0217,-779.6708,-572.42706,-283.83722,-1091.5148,-471.37738,231.83656,1004.00726,-889.38245,human,whole brain
Human whole cortex.3,-4367.244,-2499.861,-857.22955,-596.21344,-260.91617,-1254.9906,-645.80133,465.63144,1292.5095,-1130.7905,human,whole brain
Mouse astrocytes-FACS,-4381.7036,-1316.8514,-664.439,-1107.7953,-555.45215,179.40485,370.60648,346.24155,129.43008,-852.6473,mouse,astrocytes
Mouse astrocytes-FACS.1,-4423.0073,-1546.0101,-1009.84265,-1392.9946,-1001.3959,988.6896,193.11212,2226.9644,2057.7678,2148.8384,mouse,astrocytes
Mouse astrocytes-immunopanned,-2876.8997,325.84,-358.5801,-1992.8011,-1326.5009,2360.51,1065.534,2113.3716,-1002.4676,-482.7362,mouse,astrocytes
Mouse astrocytes-immunopanned.1,-3759.351,669.1822,-249.65485,-1741.5259,-934.21747,1757.0371,951.5325,1689.921,-1235.2336,-1241.9647,mouse,astrocytes
Mouse astrocytes-immunopanned.2,-3326.5908,269.02988,-598.5457,-1971.6453,-1375.6921,2319.8748,824.8248,2642.0137,294.8603,1206.7954,mouse,astrocytes
Mouse astrocytes-immunopanned.3,-2961.3499,897.47894,-42.683365,-1865.0103,-1184.7488,2291.389,1012.9224,2332.5913,-1500.6942,-1048.5132,mouse,astrocytes
Mouse neurons,-4289.4556,-1876.3429,831.32245,-752.4939,403.56842,-1814.4393,2528.7964,-562.0861,-117.66649,592.5982,mouse,neurons
Mouse neurons.1,-4290.0713,-1619.3607,889.30426,-782.7995,367.22318,-1693.6122,2542.5098,-598.00977,-274.94827,430.469,mouse,neurons
Mouse oligodendrocytes,-4110.2695,940.5596,524.83136,-1033.8579,241.53261,-526.7946,2144.9197,-295.85452,-313.0995,-404.25034,mouse,oligodendrocytes
Mouse oligodendrocytes.1,-4004.8894,14.345688,1036.842,-953.7693,540.62897,-1067.65,2804.7502,-639.9749,-420.7719,-197.9586,mouse,oligodendrocytes
Mouse oligodendrocytes.2,23294.076,-1350.6528,60.871056,217.90855,11454.504,3161.0066,523.41797,-83.58292,1537.8928,-445.83395,mouse,oligodendrocytes
Mouse oligodendrocytes.3,24186.229,-1006.6376,691.52075,-453.66397,2298.9084,-588.57996,2499.1726,-1029.3519,554.8339,-81.89529,mouse,oligodendrocytes
Mouse oligodendrocytes.4,111753.85,1288.248,-283.44644,31.20654,-4514.471,-1158.9065,-610.22235,-110.45501,-263.33972,255.6971,mouse,oligodendrocytes
Mouse oligodendrocytes.5,72413.91,760.92017,226.68079,20.5575,1606.2665,795.17865,-27.1619,430.9826,-78.36472,-201.24251,mouse,oligodendrocytes
Mouse microglia,-5180.8813,41535.19,791.7115,1605.6869,-172.97455,296.79828,444.49478,-122.60968,129.71727,-146.53273,mouse,microglia
Mouse microglia.1,-5579.9062,57760.47,-1625.1494,-798.3157,387.17224,-636.4558,-988.1321,-222.5499,128.77913,179.74525,mouse,microglia
Mouse endothelial,-4198.989,-308.14798,12653.74,418.32846,-650.732,549.28375,-1402.0269,16.5474,322.28732,-62.02014,mouse,endothelial
Mouse endothelial.1,-4181.324,-120.39165,13848.998,512.1007,-671.34595,663.01874,-1498.4205,26.068245,265.70602,27.76161,mouse,endothelial
Mouse whole brain,-4081.1357,-571.51764,1494.1125,-898.7778,290.579,-931.8782,2759.7476,-413.68262,-729.39087,356.1562,mouse,whole brain
Mouse whole brain.1,-3940.6018,-452.93353,1511.7776,-929.12213,283.03128,-774.6675,2745.9897,-316.28952,-790.60895,268.7863,mouse,whole brain
Mouse whole brain.2,-4101.4365,-639.44867,1524.5181,-912.87885,258.79462,-890.9867,2625.0608,-435.5119,-610.81384,352.94894,mouse,whole brain
