,0,1,2,3,4,5,6,7,8,9,batch,celltype
Human Oligodendrocytes.4,906.13635,-2097.0312,-187.06598,1352.8448,1857.0929,-549.8473,-1890.5828,107.71831,857.4549,-70.05438,human,oligodendrocytes
Human Microglia/Macrophage,-5578.953,401.26614,736.97424,2839.6272,-1016.0571,-574.28156,-169.9255,715.36646,-597.9583,835.14215,human,microglia
Human Microglia/Macrophage.1,-3991.2217,2115.6672,3017.044,7733.4395,-2080.6077,-71.54549,210.25716,-116.83597,46.37327,73.29427,human,microglia
Human Microglia/Macrophage.2,-1360.7875,2480.8271,4623.379,11773.464,-3287.9973,742.2794,1711.5977,528.5529,-1213.5996,-715.05145,human,microglia
Human Endothelial,-4806.3076,-2589.2434,142.07668,-98.46514,151.74992,-1977.8918,-1093.9623,138.31303,-119.46068,-719.78735,human,endothelial
Human Endothelial.1,-4958.0215,-3388.1074,-168.53806,-584.8615,-19.823399,-1644.7029,-688.67834,270.08344,-587.20197,-791.2754,human,endothelial
Human whole cortex,-4643.909,-3628.24,-1536.64,-843.1627,-171.58105,-1314.8739,-447.01312,689.47675,-1124.8387,-709.49915,human,whole brain
Human whole cortex.1,-4456.2764,-3567.684,-1579.4392,-910.60455,-163.87079,-1229.2443,-665.6746,1072.2775,-1425.6039,-516.3679,human,whole brain
Human whole cortex.2,-5326.636,-3636.6392,-1449.7549,-836.4712,-243.75319,-1007.0509,-467.83228,568.0511,-1085.2266,-582.91534,human,whole brain
Human whole cortex.3,-4569.772,-3479.0754,-1526.1819,-999.9171,-237.60756,-1194.4913,-609.5153,912.7848,-1349.8969,-704.9466,human,whole brain
Mouse astrocytes-FACS,-5585.732,-2309.053,-1404.18,-673.8392,-644.6324,382.1556,346.71634,374.29062,-35.98412,-706.63306,mouse,astrocytes
Mouse astrocytes-FACS.1,-5647.817,-623.75037,-1014.7089,-389.07306,-1216.214,1532.6802,498.424,2171.4321,-597.17395,3060.2854,mouse,astrocytes
Mouse astrocytes-immunopanned,-2414.3,-1479.404,-1547.0757,-1151.866,-1388.0002,2116.4016,994.51276,2045.5194,1375.1512,-697.0336,mouse,astrocytes
Mouse astrocytes-immunopanned.1,-3499.9495,421.22375,-1216.9094,-1115.9047,-1025.502,1713.6705,905.4153,1546.2609,1523.48,-1385.1794,mouse,astrocytes
Mouse astrocytes-immunopanned.2,-2101.8508,-1066.2877,-1579.1787,-987.52936,-1462.0303,2283.5022,881.5946,2595.2812,607.0165,1353.6947,mouse,astrocytes
Mouse astrocytes-immunopanned.3,-2513.9314,236.14348,-995.0283,-1165.0233,-1224.5221,2050.4233,933.9908,2196.2231,1882.6561,-1290.4246,mouse,astrocytes
Mouse neurons,-4135.77,-2746.9116,398.1181,-831.5617,624.818,-1905.3074,2236.0408,-705.5407,373.58963,594.3164,mouse,neurons
Mouse neurons.1,-4921.994,-2042.7631,595.2963,-813.2698,510.49457,-1673.7893,2293.2832,-812.6554,580.2333,497.01123,mouse,neurons
Mouse oligodendrocytes,-5192.186,1181.8259,-84.64793,-790.04034,127.73028,-306.08398,2044.0448,-488.7086,545.39154,-228.51926,mouse,oligodendrocytes
Mouse oligodendrocytes.1,-4086.0203,-1200.3396,374.9895,-855.86694,713.5038,-1349.3042,2541.092,-777.76886,506.882,-197.00089,mouse,oligodendrocytes
Mouse oligodendrocytes.2,21231.568,-2094.6602,585.02563,1493.5431,10849.798,4016.736,1316.8723,423.00885,-1810.5431,-306.58817,mouse,oligodendrocytes
Mouse oligodendrocytes.3,21641.66,-1529.7761,315.79947,-402.98767,2155.2063,-555.3836,2614.4404,-962.72705,-503.68713,137.05356,mouse,oligodendrocytes
Mouse oligodendrocytes.4,110043.04,1737.5044,-1091.1586,-795.755,-4258.253,-1662.3889,-597.76483,-237.85858,115.805855,251.9757,mouse,oligodendrocytes
Mouse oligodendrocytes.5,70715.05,766.19116,-72.12747,-46.4871,1500.5742,800.7476,254.45274,466.57593,-40.941273,-270.5221,mouse,oligodendrocytes
Mouse microglia,-5896.0664,40501.48,1033.7887,373.98978,84.44653,-462.25607,522.6492,237.57925,-418.37424,-636.99634,mouse,microglia
Mouse microglia.1,-5646.468,56710.24,-2176.9307,-1351.1451,1149.8497,-622.9996,-683.5197,-194.68561,118.647484,481.45126,mouse,microglia
Mouse endothelial,-1907.7,390.65198,12267.914,-4025.4556,-840.10565,1073.016,-1031.2948,144.67528,-361.88995,-113.34723,mouse,endothelial
Mouse endothelial.1,-3.70687,465.04352,13443.124,-4410.843,-754.1404,1242.3588,-1103.1771,148.06659,-284.1459,-37.576366,mouse,endothelial
Mouse whole brain,-4609.161,-2509.8635,1069.0219,-812.543,502.8117,-1492.4319,2412.6484,-537.78143,745.8996,38.270924,mouse,whole brain
Mouse whole brain.1,-4200.345,-2819.3123,1213.2842,-827.0927,488.61554,-1354.603,2363.5374,-422.45828,768.597,-111.87332,mouse,whole brain
Mouse whole brain.2,-5057.9194,-2901.429,1170.4849,-926.27216,306.38422,-1139.3447,2350.2363,-615.0071,696.2979,190.84587,mouse,whole brain
