,0,1,2,3,4,5,6,7,8,9,batch,celltype
Human mature astrocytes.4,-62.384747,-70.405945,-77.705696,-5.9430285,31.181307,8.454431,-36.129448,3.649776,9.595151,-10.397558,human,astrocytes
Human mature astrocytes.5,-42.21577,-93.583176,-102.657234,20.030506,51.706726,15.306701,-21.94117,-13.113751,-10.976008,-10.302233,human,astrocytes
Human mature astrocytes.6,-36.065903,-79.531525,-67.22974,-32.796318,15.260075,-4.4593353,-15.722647,3.5789757,3.168534,-4.024071,human,astrocytes
Human mature astrocytes.7,-49.25964,-80.13192,-70.93496,-15.273778,29.328545,8.804561,-30.26092,-0.3038119,4.1824155,-5.893452,human,astrocytes
Human mature astrocytes.8,-17.631533,-100.470566,-90.916534,0.24966145,39.78144,1.4134665,-9.376711,-6.306642,-10.520773,-3.8340826,human,astrocytes
Human mature astrocytes.9,-23.23067,-105.918945,-81.55438,-13.86055,29.244848,6.6393905,-4.6841774,-4.9018197,-12.299342,-2.944613,human,astrocytes
Human mature astrocytes.10,-37.32568,-85.247215,-74.314514,-14.197732,23.571217,2.5044394,-22.555634,1.1842911,0.8517322,-7.428444,human,astrocytes
Human mature astrocytes.11,-29.228605,-88.4406,-70.17808,-22.577785,19.228249,-1.4878634,-15.842276,1.7659948,-0.8313634,-4.893082,human,astrocytes
Human Neurons,1.3834958,-103.8661,24.568035,3.5474072,6.410482,-43.46069,-31.885014,-8.306368,-1.2047307,9.619931,human,neurons
Human Oligodendrocytes,33.24819,-23.146675,13.947357,-69.633896,-50.470417,-10.901948,-11.08168,-3.3504758,13.277644,7.6334524,human,oligodendrocytes
Human Oligodendrocytes.1,125.47081,-33.091278,12.428972,-50.82035,-59.800304,-9.866075,-5.613386,-17.096045,7.7700396,12.560659,human,oligodendrocytes
Human Oligodendrocytes.2,169.76851,14.083016,40.752174,-52.18104,-72.7987,-6.5441513,-16.28828,-28.450237,19.014112,16.32576,human,oligodendrocytes
Human Oligodendrocytes.3,71.31693,-55.880386,0.83428955,-33.46188,-26.20496,-17.451347,-15.269588,-14.821011,8.176819,10.113599,human,oligodendrocytes
Human Oligodendrocytes.4,130.30415,-41.339886,0.6494913,-61.259502,-43.087532,-14.177923,1.9745625,-5.0908003,12.683198,12.839078,human,oligodendrocytes
Human Microglia/Macrophage,-151.66414,8.264034,-11.468365,-93.00421,-31.49847,34.696617,29.605566,12.928561,-22.820515,-5.6175094,human,microglia
Human Microglia/Macrophage.1,-219.09796,120.522575,34.753166,-130.13358,-60.01362,93.071175,13.390051,4.8157935,-9.875078,-7.857834,human,microglia
Human Microglia/Macrophage.2,-273.48154,186.39926,28.034582,-149.52888,-79.39049,160.90318,19.985123,-1.6938607,-9.718853,-7.381256,human,microglia
Human Endothelial,-20.396568,-66.184006,11.553685,-65.31301,-12.855005,-36.14678,2.2907753,19.24101,8.232478,6.0808487,human,endothelial
Human Endothelial.1,-13.314808,-89.25282,-8.285157,-57.54464,-8.571867,-35.508144,6.8881435,20.187374,3.3537974,6.4867973,human,endothelial
Human whole cortex,35.20147,-124.388504,-44.82644,-30.540327,13.079622,-25.738573,14.698991,9.319014,-6.7943907,9.149401,human,whole brain
Human whole cortex.1,48.260864,-125.615616,-51.077736,-30.989721,28.518002,-38.1302,22.101831,7.6713448,-5.6132727,11.194982,human,whole brain
Human whole cortex.2,25.534275,-124.585236,-48.62432,-29.101702,17.93862,-25.34906,13.317284,9.463056,-6.6861386,8.871177,human,whole brain
Human whole cortex.3,41.226025,-125.28853,-51.53477,-29.812546,26.251873,-34.39167,18.688377,8.841934,-4.6060467,9.966428,human,whole brain
Mouse astrocytes-FACS,-41.593117,-111.46286,-67.51851,22.564764,44.348976,26.552505,23.919891,0.5791733,3.9250598,1.1241844,mouse,astrocytes
Mouse astrocytes-FACS.1,11.315361,-124.27001,-69.86886,27.876364,70.83387,21.937462,37.707993,-17.1296,-15.653037,8.166551,mouse,astrocytes
Mouse astrocytes-immunopanned,-11.768704,-74.43266,-75.458496,46.64264,53.41307,60.489166,18.323788,1.8508332,24.134022,0.08763218,mouse,astrocytes
Mouse astrocytes-immunopanned.1,-29.291313,-73.82047,-68.189186,31.047853,28.99921,49.961185,15.17095,12.855008,27.601097,1.3020201,mouse,astrocytes
Mouse astrocytes-immunopanned.2,-2.4341774,-80.53468,-75.783554,66.10953,77.948364,57.81967,28.902737,-17.792667,10.856983,3.4673681,mouse,astrocytes
Mouse astrocytes-immunopanned.3,-3.0310645,-55.464462,-64.843636,42.320515,40.825836,58.714523,18.693253,5.918348,31.269892,3.4253192,mouse,astrocytes
Mouse neurons,-23.289284,-129.65378,191.69614,150.04193,-46.898914,-5.374466,-21.698402,-0.27160192,-1.8306197,-14.26843,mouse,neurons
Mouse neurons.1,-33.158985,-117.02846,188.29204,163.04295,-42.068787,-8.737932,-22.27582,-5.8290124,-2.3404293,-12.41168,mouse,neurons
Mouse oligodendrocytes,-135.72198,3.7898693,15.219883,137.02034,10.859984,-3.5666392,18.839783,-6.640704,-10.7898855,25.540277,mouse,oligodendrocytes
Mouse oligodendrocytes.1,-124.54152,17.231937,99.045204,153.12158,-16.869556,-14.398102,29.275822,12.826223,-11.789208,10.586586,mouse,oligodendrocytes
Mouse oligodendrocytes.2,674.8935,217.8087,71.86516,38.140465,-15.34037,67.15756,-30.110512,30.126278,-23.60457,12.412667,mouse,oligodendrocytes
Mouse oligodendrocytes.3,546.22345,198.28165,97.91527,38.86408,26.234621,43.3581,-34.299377,55.03179,-4.2290936,15.8449545,mouse,oligodendrocytes
Mouse oligodendrocytes.4,1462.681,662.4225,-88.55633,15.635519,11.951618,-44.289745,42.5709,-35.36897,1.9072572,-15.549428,mouse,oligodendrocytes
Mouse oligodendrocytes.5,1163.4546,456.70547,2.769515,-7.116371,-6.6662183,0.4793582,-12.51811,17.441072,6.921144,-8.513393,mouse,oligodendrocytes
Mouse microglia,-855.9029,835.85657,-146.64742,14.383217,-13.242432,-6.058899,14.08123,-4.108301,8.61552,0.6953392,mouse,microglia
Mouse microglia.1,-898.86975,926.704,-275.8201,83.91414,-27.81073,-61.196693,-24.17913,11.680615,-4.780569,2.809887,mouse,microglia
Mouse endothelial,-311.14548,310.67703,456.4965,-93.52608,107.66387,-21.802963,-0.48647305,-9.847427,1.0217414,-0.55932236,mouse,endothelial
Mouse endothelial.1,-321.32544,338.35016,489.7961,-94.739365,114.91264,-21.887962,-2.5121002,-9.580166,1.62964,-0.874012,mouse,endothelial
Mouse whole brain,-119.87163,-45.313652,134.21034,132.3253,-46.0953,27.67352,13.479384,-4.663471,2.3657937,-4.6652393,mouse,whole brain
Mouse whole brain.1,-114.23717,-40.419933,127.3369,131.36339,-45.448925,36.54261,12.48603,-1.8276224,4.4098535,-2.754446,mouse,whole brain
Mouse whole brain.2,-120.90475,-46.58156,127.25574,130.61642,-38.773136,23.158073,11.919567,-5.621231,1.8105661,-2.7697477,mouse,whole brain
