,0,1,2,3,4,5,6,7,8,9,batch,celltype
Human mature astrocytes.8,-1475.7844,-1916.612,843.9167,-330.2763,251.11885,317.85565,372.84988,-349.17804,-128.13503,225.98064,human,astrocytes
Human mature astrocytes.9,-1195.0249,-1511.7825,363.31915,-309.4356,372.61624,386.36652,316.5796,42.479225,-59.185257,170.91391,human,astrocytes
Human mature astrocytes.10,-1173.0317,-1342.8177,1027.0479,302.7802,-390.91693,-244.96535,-157.85934,278.4257,20.128548,-15.354616,human,astrocytes
Human mature astrocytes.11,-1011.7265,-1033.5233,807.48535,229.86195,-416.39215,-187.20044,-64.76352,417.1854,-70.547775,124.1196,human,astrocytes
Human Neurons,-453.17554,481.8495,-836.08746,-17.243277,167.48398,-54.752193,-124.543625,845.1281,-680.4258,1439.2734,human,neurons
Human Oligodendrocytes,1834.4038,2072.5435,1197.4161,1026.116,-1108.284,432.52948,316.32077,-41.045692,254.60417,284.12872,human,oligodendrocytes
Human Oligodendrocytes.1,411.0682,3068.1028,2048.928,-194.82376,199.44965,-30.947706,-16.029865,244.04771,-135.27997,-141.13582,human,oligodendrocytes
Human Oligodendrocytes.2,1181.9868,4160.7134,3716.9133,-378.1863,36.37777,-413.55212,416.65842,-186.23688,-613.30743,-245.2699,human,oligodendrocytes
Human Oligodendrocytes.3,273.81763,2044.3196,802.4768,-326.33798,-937.1061,24.756014,-67.724915,-236.48277,533.5733,630.5427,human,oligodendrocytes
Human Oligodendrocytes.4,569.33325,3055.2732,1884.9453,-393.47433,-1111.0995,-13.357606,672.31757,-491.88608,-437.19513,-276.95917,human,oligodendrocytes
Human Microglia/Macrophage,2637.6716,-126.02051,-895.20917,-11.980055,436.62985,2308.5242,659.89465,474.7246,-66.08464,-382.4083,human,microglia
Human Microglia/Macrophage.1,7679.675,-920.49304,-179.23677,695.6771,-494.93558,836.74445,453.89813,244.83101,262.22565,-165.27429,human,microglia
Human Microglia/Macrophage.2,12153.128,-2669.6,-118.235,-981.0269,372.16037,-1023.91223,-507.4433,-313.78854,-277.06497,79.81795,human,microglia
Human Endothelial,16.137527,1079.0171,-951.79553,426.4942,-892.09155,119.99769,-126.871185,218.60893,497.57516,87.446144,human,endothelial
Human Endothelial.1,-428.13098,813.9724,-1132.3335,-133.79684,-473.58286,60.172974,-231.45273,290.9319,343.2142,-230.58832,human,endothelial
Human whole cortex,-856.5639,653.6917,-1194.2919,-1057.3087,-256.165,203.23793,-328.2562,21.947985,15.07059,27.191425,human,whole brain
Human whole cortex.1,-969.87604,620.56445,-1474.7191,-1767.0016,-553.78394,327.38458,-135.64531,-432.52753,-375.2389,116.490814,human,whole brain
Human whole cortex.2,-922.20575,383.5204,-1195.7383,-1042.1549,-300.59753,221.04832,-327.75238,33.52812,-89.62324,64.851166,human,whole brain
Human whole cortex.3,-978.1845,543.0022,-1383.7917,-1596.5687,-560.439,258.58978,-233.86574,-353.65573,-251.27705,44.311066,human,whole brain
Mouse astrocytes-FACS,-895.92926,-443.39056,-148.38057,5.674668,-103.13523,-69.390274,-50.04534,69.29232,59.243134,-88.1073,mouse,astrocytes
Mouse astrocytes-FACS.1,-1061.7574,-926.55194,194.91823,-205.61401,-130.18883,-13.257826,11.271146,-20.041742,-14.566235,-13.795797,mouse,astrocytes
Mouse astrocytes-immunopanned,59.303543,-1110.4222,267.7324,-21.976553,-50.190075,-47.725624,32.476936,41.531017,22.253416,-23.574255,mouse,astrocytes
Mouse astrocytes-immunopanned.1,-387.27765,-1077.2283,269.2845,-124.64971,-100.681946,-81.97176,-49.45174,26.39301,38.733044,-47.218307,mouse,astrocytes
Mouse astrocytes-immunopanned.2,69.43027,-1140.1909,327.7235,49.523476,-57.478302,-90.47829,92.2698,6.8778815,3.853467,-18.104212,mouse,astrocytes
Mouse astrocytes-immunopanned.3,111.32089,-1277.8555,424.9484,-115.24566,-154.24841,5.8227143,-21.602684,-45.545166,71.479904,-6.540743,mouse,astrocytes
Mouse neurons,-586.07086,431.7834,-879.11707,-0.55366987,-21.887846,-42.843758,-38.417038,-45.068943,-45.46003,30.117727,mouse,neurons
Mouse neurons.1,-588.7888,370.63397,-813.15656,53.181343,-4.9975076,-43.83706,-25.955803,-10.98916,-59.616318,52.902256,mouse,neurons
Mouse oligodendrocytes,-668.86664,90.507675,-562.6863,198.84904,22.721817,-85.691765,-26.906696,-61.262436,54.980095,-65.83022,mouse,oligodendrocytes
Mouse oligodendrocytes.1,-660.8547,104.594604,-564.2847,217.43434,-20.348345,-106.31603,-56.071556,-40.35967,29.724276,-67.27649,mouse,oligodendrocytes
Mouse oligodendrocytes.2,725.1402,149.90964,399.11258,-48.6768,289.09317,-140.68605,159.96674,47.236393,11.956599,-29.596287,mouse,oligodendrocytes
Mouse oligodendrocytes.3,865.8547,346.24744,-753.0784,35.12177,233.51323,-123.41791,35.56919,2.5112183,25.073557,-89.94196,mouse,oligodendrocytes
Mouse oligodendrocytes.4,426.02637,-107.10697,-511.0804,66.80027,70.156,-114.12315,63.083035,65.2546,-6.299647,42.3802,mouse,oligodendrocytes
Mouse oligodendrocytes.5,432.11502,-93.16027,-512.79803,34.310345,15.492912,-138.67628,91.34237,102.07787,33.460045,51.780907,mouse,oligodendrocytes
Mouse microglia,449.4921,-77.246826,-516.8635,88.98634,17.175282,-105.386185,62.96802,33.927322,52.599976,-25.211327,mouse,microglia
Mouse microglia.1,426.02634,-107.105316,-511.07825,66.79947,70.15422,-114.12361,63.084324,65.25341,-6.30009,42.38013,mouse,microglia
Mouse endothelial,319.72244,-399.48877,-273.5062,-4.782592,-41.6993,-22.173836,2.7181358,15.948952,47.48967,-19.36945,mouse,endothelial
Mouse endothelial.1,309.2442,-398.44363,-289.02832,-21.220123,-14.829249,-82.38707,74.232155,37.899727,54.000042,-12.415923,mouse,endothelial
Mouse whole brain,-703.16644,100.85423,-602.60724,7.7556796,-38.375496,-82.56679,-4.7707405,62.982586,-3.70984,-76.26614,mouse,whole brain
Mouse whole brain.1,-688.17487,98.63442,-547.9019,26.25941,-117.529976,-85.28913,-94.62049,137.95815,-40.58899,-27.390003,mouse,whole brain
Mouse whole brain.2,-703.1664,100.85423,-602.60736,7.7556143,-38.37539,-82.566826,-4.7708035,62.982613,-3.7098627,-76.26616,mouse,whole brain
