cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_2i_2_30.counts,-42.000328,-44.92757,7.688929,-1.1909724,50.446297,-16.019567,9.305011,2.0467734,6.7945657,4.389981,batch2,2i
ola_mES_2i_2_31.counts,-43.923687,-76.94484,32.834023,-21.019602,51.059723,15.517068,-14.173121,-16.148638,5.4064345,-7.9784465,batch2,2i
ola_mES_2i_2_32.counts,-30.474466,-92.50371,32.397293,-14.646068,-12.438067,19.785973,-3.4359756,-11.924256,-2.4034438,6.45673,batch2,2i
ola_mES_2i_2_33.counts,-60.057926,-35.252365,3.4548004,-12.631292,72.66449,16.902088,-0.54524183,-7.474845,1.6439192,10.906858,batch2,2i
ola_mES_2i_2_34.counts,-43.506496,-68.347725,22.587702,-7.2582526,24.298216,-5.0938983,6.8961167,-17.239637,13.633004,-5.482483,batch2,2i
ola_mES_2i_2_35.counts,-45.87611,-65.52055,22.027687,-9.36806,11.016339,12.675876,-25.580894,-3.5747347,2.475195,-5.117643,batch2,2i
ola_mES_2i_2_36.counts,-54.65925,-59.101387,24.881666,-9.076713,-8.957464,32.884365,-32.155586,-20.838875,-4.0744915,-10.821719,batch2,2i
ola_mES_2i_2_37.counts,-22.371738,-68.144646,42.750374,-19.944365,-6.055968,-12.561199,5.652774,20.066807,16.312466,-9.409558,batch2,2i
ola_mES_2i_2_38.counts,-31.193424,-70.250885,59.399143,-24.672792,12.873929,-39.452656,5.353695,1.0451697,0.48159558,-23.213573,batch2,2i
ola_mES_2i_2_39.counts,-36.14176,-76.43809,19.97888,-15.011344,0.2322121,-8.20081,22.359512,-18.137396,10.179215,23.012203,batch2,2i
ola_mES_2i_2_4.counts,-81.52961,5.6905575,13.342904,4.64081,49.862617,24.955761,-60.485947,3.739671,-7.494948,0.56639093,batch2,2i
ola_mES_2i_2_40.counts,-71.09668,-21.130976,10.0403595,7.21395,36.352802,-7.660974,-19.399902,-0.59497875,-0.4556526,29.101828,batch2,2i
ola_mES_2i_2_41.counts,-48.34106,-57.710102,12.558229,-9.453148,7.878483,14.156374,3.1451957,-46.6329,25.316597,8.100911,batch2,2i
ola_mES_2i_2_42.counts,-68.28019,5.0823956,10.1390915,-7.497072,37.083073,-17.198788,5.490489,-46.34954,30.824879,-3.7297494,batch2,2i
ola_mES_2i_2_43.counts,-50.84084,-68.18098,13.134402,-5.225238,33.506474,14.976465,-12.047301,6.3763204,8.20086,-1.8660254,batch2,2i
ola_mES_2i_2_44.counts,-44.64614,-55.465416,11.854056,-10.71434,23.316828,26.665804,-12.921667,-25.253065,21.759565,6.1881366,batch2,2i
ola_mES_2i_2_46.counts,-38.088257,-69.77256,30.41652,-16.643913,14.035303,-18.550396,7.0409017,-0.73129815,24.227287,0.21429545,batch2,2i
ola_mES_2i_2_47.counts,-61.019737,-36.03184,12.971401,-8.595791,52.59538,20.672163,-17.054062,3.672312,11.015181,-8.693527,batch2,2i
ola_mES_2i_2_48.counts,-75.56672,-26.982183,19.682394,-9.141987,52.711533,22.161615,-26.746552,-10.270541,24.885773,15.750094,batch2,2i
ola_mES_2i_2_49.counts,-42.07382,-69.27387,30.400337,-2.4840856,-14.1701565,-4.4180155,-1.8497565,-10.272146,19.873629,-1.2548673,batch2,2i
ola_mES_2i_2_5.counts,-79.28829,4.7774925,14.857541,3.8316061,0.36629283,-14.443483,2.15037,-4.280169,-15.539537,21.077536,batch2,2i
ola_mES_2i_2_50.counts,-60.382225,-21.996616,20.410978,-6.65762,-38.04306,48.11654,-26.863781,-0.12262933,3.913709,-11.67043,batch2,2i
ola_mES_2i_2_51.counts,-59.45021,-43.160572,18.534687,0.2607976,27.832903,-6.413703,-10.818492,-9.773393,9.849232,23.698786,batch2,2i
ola_mES_2i_2_52.counts,-63.228855,-24.487503,0.3237018,0.4326708,17.243004,37.93506,-35.94885,11.202588,-3.4397526,-24.49148,batch2,2i
ola_mES_2i_2_53.counts,-35.771713,-83.43567,26.120504,-0.010085486,10.162502,6.285553,-6.9246273,-9.1292,10.131433,-13.386861,batch2,2i
ola_mES_2i_2_54.counts,-97.33298,49.978363,4.471757,-4.7000165,59.23876,-22.247496,1.6735193,5.445793,18.646975,0.29834032,batch2,2i
ola_mES_2i_2_55.counts,-19.405777,-96.02605,23.202154,-4.2895527,15.347212,10.195396,10.0000305,-11.896829,7.6915236,3.8623993,batch2,2i
ola_mES_2i_2_56.counts,-58.45855,-36.88356,21.292204,-19.380514,10.949998,-5.677158,14.392507,-26.666788,14.236935,33.66244,batch2,2i
ola_mES_2i_2_57.counts,-38.748325,-76.508194,9.5882635,-5.665753,26.629786,10.303515,10.89087,-3.9076357,8.772837,5.038805,batch2,2i
ola_mES_2i_2_58.counts,-35.84589,-81.081764,33.063107,-9.600419,14.183584,-4.0387144,8.753953,-14.581985,29.167328,-4.694929,batch2,2i
ola_mES_2i_2_59.counts,-54.143036,-44.2876,17.284958,-4.874045,50.685814,-26.154617,9.857141,-1.4380052,-0.5511437,16.839167,batch2,2i
ola_mES_2i_2_6.counts,-40.896248,-66.67471,12.634465,-4.812529,26.72046,15.114769,-15.872345,-5.5879173,-0.80995226,-4.7721796,batch2,2i
ola_mES_2i_2_60.counts,-47.14516,-74.39947,46.973732,-21.437868,13.711592,-18.387423,5.322595,-19.391478,28.694014,7.766399,batch2,2i
ola_mES_2i_2_61.counts,-45.95908,-60.090527,19.001383,3.1017644,-11.364498,28.668295,-5.0786657,-13.088251,17.363684,-15.513636,batch2,2i
ola_mES_2i_2_62.counts,-26.525068,-94.38862,26.61729,-15.454237,18.183237,16.231588,-4.154863,0.0028709183,2.3553884,-12.529993,batch2,2i
ola_mES_2i_2_63.counts,-42.63023,-66.16998,40.396156,-13.38143,-22.35975,8.821242,-25.185154,16.738174,18.393421,-10.0480385,batch2,2i
ola_mES_2i_2_64.counts,-47.213066,-46.92354,1.0479511,-0.6122004,36.086018,7.5963745,-4.747232,-20.786068,20.118479,1.205525,batch2,2i
ola_mES_2i_2_66.counts,-65.36102,-27.824696,8.466205,-3.5887747,30.734043,34.745876,-39.299164,-16.271038,13.745359,-0.21688315,batch2,2i
ola_mES_2i_2_67.counts,-50.772736,-55.590878,44.496223,-14.953306,14.778147,-7.401647,-14.669638,9.302287,23.452969,-3.8999074,batch2,2i
ola_mES_2i_2_68.counts,-37.455044,-90.14986,40.18286,-15.165852,16.144209,20.262896,-15.922815,6.7642264,5.2803345,0.28332424,batch2,2i
ola_mES_2i_2_69.counts,-41.833096,-78.38315,16.705362,-1.6982312,17.542608,23.853785,-11.169597,-5.815677,-0.043807805,4.434491,batch2,2i
ola_mES_2i_2_7.counts,-29.91395,-78.88696,13.546594,-6.646127,21.376467,9.616629,-5.1909657,8.196943,-0.099298544,-1.8538717,batch2,2i
ola_mES_2i_2_72.counts,-29.8364,-88.88001,40.48169,-19.730146,-9.794089,22.49585,-11.500279,-10.435743,0.6956123,-12.210752,batch2,2i
ola_mES_2i_2_73.counts,-23.895174,-87.11685,60.766083,-40.473103,-6.8559227,-9.792323,16.16378,24.422688,21.943241,-8.755353,batch2,2i
ola_mES_2i_2_74.counts,-82.41706,20.849556,59.957813,-33.907494,0.24595685,-38.96357,35.712234,34.217876,-10.605974,21.603113,batch2,2i
ola_mES_2i_2_75.counts,-17.890547,-93.35557,35.339954,-9.154264,-7.258412,21.75235,-12.426463,0.38545728,2.328044,-4.924964,batch2,2i
ola_mES_2i_2_76.counts,-39.523396,-62.92473,28.063799,-8.37627,17.382536,11.962903,-9.985512,-10.770589,8.150673,13.080803,batch2,2i
ola_mES_2i_2_79.counts,-52.81013,-55.915234,15.986289,-9.774568,41.703957,-4.5523376,0.1980564,9.580748,-1.6398935,22.034552,batch2,2i
ola_mES_2i_2_8.counts,-35.405743,-95.37122,36.619884,-8.877012,-3.4904518,20.859175,-14.741504,-2.9265883,-21.054913,-1.299046,batch2,2i
ola_mES_2i_2_80.counts,-35.550003,-59.62036,26.919298,-26.11254,5.1931276,21.479939,-7.275223,-7.183652,11.135607,2.6105661,batch2,2i
ola_mES_2i_2_81.counts,-51.108463,-39.04787,23.034779,-17.960897,50.699646,19.063364,8.161607,1.3006415,-4.2577896,6.1866684,batch2,2i
ola_mES_2i_2_85.counts,-29.806404,-82.45201,28.81927,-9.723853,17.804064,-1.0096594,23.39159,-16.701473,0.61867464,15.143214,batch2,2i
ola_mES_2i_2_86.counts,-72.48668,2.1827612,69.57459,-23.238533,-32.854,-30.587273,16.219414,-29.036875,-37.003242,-13.361043,batch2,2i
ola_mES_2i_2_87.counts,-30.236721,-61.99307,40.338104,-15.676467,-9.845478,-21.043068,9.823901,-4.612858,8.447259,13.601526,batch2,2i
ola_mES_2i_2_90.counts,-101.89111,47.533615,5.353194,-12.383849,28.054937,6.8733997,-1.0813086,2.74133,19.94638,33.461338,batch2,2i
ola_mES_2i_2_91.counts,-46.443005,-40.728867,15.118279,17.541887,3.312523,-1.9541236,19.536724,-23.718576,-4.388666,-3.6330335,batch2,2i
ola_mES_2i_2_93.counts,-51.097626,-46.72067,19.033003,-16.928598,-11.361008,43.158157,-23.522602,-18.15095,0.45332175,-2.2142425,batch2,2i
ola_mES_2i_2_94.counts,-82.241394,-3.5288236,42.8137,-17.868992,65.41336,-22.94084,-13.605098,0.40468585,12.838978,-27.475882,batch2,2i
ola_mES_2i_2_95.counts,-118.409615,105.82921,20.290777,-14.1503525,69.830505,10.319056,-22.679575,17.847662,-2.7439106,-28.18739,batch2,2i
ola_mES_2i_3_10.counts,-83.173416,35.850555,65.389694,-29.949146,-35.122326,3.3052049,-2.154934,14.8373785,-57.853447,-2.5821111,batch3,2i
ola_mES_2i_3_11.counts,-74.7187,15.972927,41.560417,-2.5253055,-19.35254,-34.224003,5.048587,-1.3357621,-31.663038,-4.481856,batch3,2i
ola_mES_2i_3_12.counts,-49.396435,-35.593597,43.29882,-19.3565,5.960474,-8.428106,25.003645,5.679038,-22.037676,12.744697,batch3,2i
ola_mES_2i_3_13.counts,-53.734936,-49.58809,46.276844,-16.962524,-4.4423156,15.360914,-1.6944218,-1.2216647,-15.519696,0.26400712,batch3,2i
ola_mES_2i_3_15.counts,-36.635986,-65.64043,29.089344,-12.870892,19.864973,-13.6227045,7.289003,-6.8265967,-7.56512,-4.556147,batch3,2i
ola_mES_2i_3_16.counts,-72.03925,-0.65441895,47.2361,-20.405144,17.102001,-20.445679,13.304466,-2.9053552,-7.5997386,23.483027,batch3,2i
ola_mES_2i_3_17.counts,-78.61275,52.085373,34.895107,1.0575075,22.218948,-16.339697,-4.9661226,-12.315858,3.186236,-9.240378,batch3,2i
ola_mES_2i_3_18.counts,-99.3343,73.276436,53.96666,-24.53656,13.068157,-18.1021,-29.391342,-5.6751604,-2.5036824,-10.617214,batch3,2i
ola_mES_2i_3_19.counts,-33.915333,-67.27533,39.3941,-20.306997,17.474394,-6.5957804,7.3543916,-13.899749,-3.0310702,-8.447716,batch3,2i
ola_mES_2i_3_2.counts,-77.29429,35.943104,62.181297,-28.62525,-41.27024,-32.552067,14.422467,-27.482761,-49.163975,10.143144,batch3,2i
ola_mES_2i_3_20.counts,-41.338676,-49.16349,43.15613,-13.759842,-29.709835,8.532426,-2.0493865,-1.1694005,-8.618472,5.6935725,batch3,2i
ola_mES_2i_3_21.counts,-112.54925,92.494255,69.48875,-37.613003,-22.22785,7.0503993,12.66185,8.40832,-43.56067,12.714211,batch3,2i
ola_mES_2i_3_23.counts,-88.61093,31.61502,39.45173,-13.695966,25.971497,17.95851,-19.94871,9.563598,-23.699724,13.709828,batch3,2i
ola_mES_2i_3_25.counts,-51.476444,-39.299835,43.2592,-21.777617,-33.782585,5.3542023,-21.509512,-1.8779465,-15.392553,-10.054924,batch3,2i
ola_mES_2i_3_26.counts,-95.018486,69.28496,62.01025,0.8004047,-39.34108,-20.839811,0.40044156,16.247538,-27.954655,-22.56348,batch3,2i
ola_mES_2i_3_28.counts,-92.58834,49.35049,35.38457,-16.616917,38.012833,-17.554462,9.926622,-14.947809,-0.50279814,4.449251,batch3,2i
ola_mES_2i_3_30.counts,-32.07479,-70.12508,31.674505,-12.372668,10.958201,15.130721,-13.883283,0.055399302,3.27523,-8.3068285,batch3,2i
ola_mES_2i_3_31.counts,-99.18244,61.5751,64.67755,-21.043047,-32.60513,-48.292133,-8.26371,0.20409086,6.8190255,-12.54504,batch3,2i
ola_mES_2i_3_33.counts,-50.193436,2.220573,52.1575,-33.341972,-13.807186,72.6845,94.86821,57.20643,33.492065,-4.83583,batch3,2i
ola_mES_2i_3_36.counts,-78.266846,29.659073,51.35451,-21.428278,12.099113,-19.792566,7.2391157,-24.615253,5.492146,-7.127217,batch3,2i
ola_mES_2i_3_37.counts,-75.27415,15.727919,51.37787,-21.699127,-0.027130611,7.406669,48.27377,3.0636778,27.3509,16.779335,batch3,2i
ola_mES_2i_3_38.counts,-70.76789,21.475218,85.50772,-23.21011,-43.121723,-48.540638,2.9771361,36.23763,7.5222497,-15.354888,batch3,2i
ola_mES_2i_3_39.counts,-67.503105,54.419796,58.429844,-37.16022,-27.615732,117.61727,123.22486,64.55913,47.133434,-24.773542,batch3,2i
ola_mES_2i_3_4.counts,-86.82629,36.249893,51.141544,-13.967768,10.009102,-28.56051,7.497733,4.6459436,-25.248318,24.378702,batch3,2i
ola_mES_2i_3_41.counts,-29.659763,-81.12469,33.16488,-20.55054,-13.895094,11.849364,-4.1085896,-8.536393,15.009655,6.822957,batch3,2i
ola_mES_2i_3_42.counts,-93.83655,49.00471,59.548885,-30.48683,-19.67733,-5.9453197,0.29837513,1.3481531,-16.372038,25.877577,batch3,2i
ola_mES_2i_3_43.counts,-78.401695,19.350147,34.020744,-20.600151,7.4893985,-15.998214,14.323698,-9.34274,1.6725966,14.953625,batch3,2i
ola_mES_2i_3_45.counts,-90.945496,70.128845,59.952168,-13.902154,-27.854877,-20.944769,-12.340296,5.7790766,-14.230142,-23.092749,batch3,2i
ola_mES_2i_3_46.counts,-86.72221,37.59775,49.89316,-19.768776,5.966851,-23.328976,-5.232234,-21.932495,-5.5492687,-12.581512,batch3,2i
ola_mES_2i_3_47.counts,-64.85243,3.747144,48.113808,-16.633646,-35.098267,-20.800156,-16.710022,31.075579,-5.6025968,-21.737032,batch3,2i
ola_mES_2i_3_49.counts,-75.295616,22.41507,38.7933,-11.042246,-14.947407,-35.006428,17.444715,-7.9276485,0.110587895,-19.931383,batch3,2i
ola_mES_2i_3_5.counts,-66.47705,-34.770218,21.245037,-5.509281,3.0137863,-2.6760013,1.5734571,-7.699716,-14.804594,18.693003,batch3,2i
ola_mES_2i_3_52.counts,-35.767395,-72.59653,35.106297,-13.971961,29.607964,13.046101,-14.862219,-0.79196906,9.595393,-19.859282,batch3,2i
ola_mES_2i_3_54.counts,-103.45231,109.90789,48.454796,-34.494358,-2.9608135,85.16183,83.20969,27.517525,24.836954,-2.0499806,batch3,2i
ola_mES_2i_3_56.counts,-50.67714,-38.78704,57.01977,-8.285669,-27.43982,-7.264089,-0.2603389,25.299719,-2.7007332,12.048591,batch3,2i
ola_mES_2i_3_57.counts,-92.79785,29.83821,74.08253,-26.800306,-45.790695,-6.0661597,12.58052,-9.915112,-9.21444,-5.963953,batch3,2i
ola_mES_2i_3_58.counts,-86.131,26.002228,60.74052,-29.62193,-3.281734,-25.25454,6.7439666,-3.3745592,-7.655565,5.238749,batch3,2i
ola_mES_2i_3_6.counts,-32.040047,-78.339676,31.67082,-13.255223,-5.413579,14.424813,4.219956,-8.048037,0.27409872,16.850359,batch3,2i
ola_mES_2i_3_62.counts,-75.252914,26.25406,49.095352,-26.225191,16.15222,-27.397797,9.537145,-19.534948,-11.727007,-13.570503,batch3,2i
ola_mES_2i_3_65.counts,-64.02197,-5.1062727,65.33545,-34.687027,-21.288774,-1.7434608,-10.341033,27.50037,-6.073329,2.1634355,batch3,2i
ola_mES_2i_3_66.counts,-105.97936,103.93295,33.81262,-15.499706,2.2283983,4.758277,1.0409596,-17.274172,-28.951101,10.154215,batch3,2i
ola_mES_2i_3_69.counts,-135.38535,190.9694,74.23211,-24.130798,-72.3653,25.57199,25.541868,-8.644049,-44.240093,6.6900764,batch3,2i
ola_mES_2i_3_7.counts,-40.711075,-46.923416,54.733994,-23.1075,-3.85836,-38.015423,4.534635,1.7024292,-21.986849,-7.1949115,batch3,2i
ola_mES_2i_3_73.counts,-34.836067,-63.42316,61.92224,-13.060089,-29.322683,-35.7415,7.180411,-7.766791,14.355511,-5.8472137,batch3,2i
ola_mES_2i_3_76.counts,-46.351254,-24.561993,24.365667,-0.04711363,-7.0047417,8.116044,-15.283887,16.286587,-24.807945,-11.565393,batch3,2i
ola_mES_2i_3_77.counts,-77.86506,8.80368,46.40732,-23.31887,-10.068307,-3.4234169,-3.4939778,-19.01744,10.549004,14.790135,batch3,2i
ola_mES_2i_3_78.counts,-91.862434,61.654354,54.937965,-21.71331,1.5974503,-30.478949,-25.981365,-7.014851,5.466313,-15.00121,batch3,2i
ola_mES_2i_3_79.counts,-33.509407,-71.3205,50.723576,-21.539326,-10.536722,15.03233,-4.072013,1.5596955,-2.7100976,-9.585634,batch3,2i
ola_mES_2i_3_8.counts,-64.88671,-3.9617176,34.173275,-3.8718996,-25.341492,-2.6206872,-22.449032,19.666838,-39.168983,2.8270319,batch3,2i
ola_mES_2i_3_80.counts,-64.10892,-18.648718,55.44747,-21.63163,9.429957,-15.320831,-5.589503,2.4597301,-15.891293,-2.5549724,batch3,2i
ola_mES_2i_3_82.counts,-81.64456,21.621965,45.417618,-20.463562,2.243422,-32.881516,16.67641,-9.140977,-6.2763,31.639545,batch3,2i
ola_mES_2i_3_83.counts,-63.367577,-22.710058,39.407974,-16.919594,6.378855,10.387386,-15.025531,1.6458462,-7.465507,10.054749,batch3,2i
ola_mES_2i_3_84.counts,-57.40977,-2.3519049,40.200665,-7.522569,-9.996858,6.645583,-27.680456,9.236466,5.173956,4.7342725,batch3,2i
ola_mES_2i_3_87.counts,-56.5464,-32.59091,62.836006,-34.188293,-28.333632,5.463478,-0.48762834,-3.9743938,-38.91429,-1.36043,batch3,2i
ola_mES_2i_3_88.counts,-75.76265,21.709003,39.873825,-20.817942,16.790724,-14.627717,-15.104573,13.1658745,-19.078959,-3.5772905,batch3,2i
ola_mES_2i_3_90.counts,-91.39147,42.480957,23.892141,5.253004,1.2658355,-14.037798,-0.88008285,6.723545,2.4540095,16.155323,batch3,2i
ola_mES_2i_3_91.counts,-47.954906,-47.970848,39.552326,-15.002101,-35.231094,-0.4558021,18.28798,-21.976675,-16.582792,20.032263,batch3,2i
ola_mES_2i_3_92.counts,-64.58365,0.84837055,66.99079,-18.196188,-15.712491,-39.44363,15.404574,-5.2080245,1.33746,-1.3608947,batch3,2i
ola_mES_2i_3_96.counts,-136.01244,186.67697,43.141674,-38.75395,33.784523,124.85972,134.316,75.38107,85.26069,-44.048412,batch3,2i
ola_mES_a2i_2_1.counts,-39.832375,40.71677,-63.584988,31.106192,48.815357,-8.711956,35.26707,7.9783134,-46.02214,21.394535,batch2,a2i
ola_mES_a2i_2_10.counts,-13.155218,-54.30271,-41.06849,21.201202,3.3273296,-20.150753,19.049574,-6.29732,-10.6962185,8.121654,batch2,a2i
ola_mES_a2i_2_11.counts,-34.327335,-18.873978,-39.613777,34.91034,-6.5142035,-8.142277,11.682545,11.264251,-26.758953,-9.565489,batch2,a2i
ola_mES_a2i_2_12.counts,-13.048061,-53.795654,-42.819164,21.265657,-12.624689,-3.2731073,30.389278,1.8477416,-12.581333,21.619862,batch2,a2i
ola_mES_a2i_2_13.counts,25.917912,-87.78252,-18.209965,6.484795,-33.851204,9.72676,11.724683,-6.297376,2.6128118,-11.536379,batch2,a2i
ola_mES_a2i_2_14.counts,-14.628043,-28.430456,-44.75937,24.470428,21.131437,-25.514696,17.489737,4.5119147,-16.734562,9.298973,batch2,a2i
ola_mES_a2i_2_15.counts,-48.64312,45.182976,-52.68525,33.202343,10.801268,24.133474,-23.178175,16.890926,-28.477638,15.3257475,batch2,a2i
ola_mES_a2i_2_16.counts,-40.632706,11.299892,-37.54933,28.481716,2.2963033,-19.667253,21.635292,-2.1514885,-26.820173,-28.239239,batch2,a2i
ola_mES_a2i_2_17.counts,-14.093131,-43.708527,-50.472202,23.044664,26.44226,-16.076029,20.978207,14.684032,-33.5788,23.65648,batch2,a2i
ola_mES_a2i_2_18.counts,-29.735922,-29.982706,-29.131432,30.88569,16.904488,-22.294765,16.126926,1.7647625,-3.7267067,-2.3547754,batch2,a2i
ola_mES_a2i_2_19.counts,-58.05276,40.86444,-34.843704,18.638624,-41.97161,5.5279927,22.016674,-9.88149,-4.9120655,30.85909,batch2,a2i
ola_mES_a2i_2_2.counts,-61.984695,68.851814,-25.248096,7.9590855,25.371458,-19.303617,-9.243955,-23.675463,14.348525,-13.185047,batch2,a2i
ola_mES_a2i_2_20.counts,-28.42816,-12.204848,-41.12037,7.7344856,-21.812378,-5.690418,20.102339,-4.124186,2.2708747,27.275637,batch2,a2i
ola_mES_a2i_2_21.counts,-36.18061,-12.756102,-15.67212,39.957813,-17.104784,3.520303,-25.272676,47.046635,-14.889543,-20.318817,batch2,a2i
ola_mES_a2i_2_22.counts,-24.970203,-24.331493,-41.64086,33.670666,26.178795,-18.566137,27.896526,24.11544,-19.39713,31.270554,batch2,a2i
ola_mES_a2i_2_23.counts,5.7335205,-67.049164,-26.824795,36.64125,-9.717998,9.223953,-9.689332,22.447044,-7.8244295,-21.719362,batch2,a2i
ola_mES_a2i_2_24.counts,-3.1152077,-45.096912,-36.786674,23.67921,-35.11736,29.904993,-22.636122,-2.37397,7.608038,-12.604123,batch2,a2i
ola_mES_a2i_2_25.counts,-62.45312,35.963688,-8.642832,18.134085,-44.821842,33.116768,-36.654774,9.017202,-8.8012705,16.257948,batch2,a2i
ola_mES_a2i_2_26.counts,2.8553908,-63.052574,-24.184156,23.496788,-21.732368,-11.441595,8.658604,-6.62032,-3.9103975,-6.500114,batch2,a2i
ola_mES_a2i_2_27.counts,-1.1411972,-63.22972,-14.737573,26.93757,-35.631046,-0.32398498,-4.5981674,16.597324,-3.5540292,-17.985453,batch2,a2i
ola_mES_a2i_2_28.counts,5.794546,-57.50316,-41.763424,23.986551,15.749262,-0.7818523,5.99984,22.672493,-21.585556,-24.936007,batch2,a2i
ola_mES_a2i_2_29.counts,-33.579697,-46.27707,-45.075512,23.403303,-12.303683,-6.9555607,25.440678,-1.400239,6.2480445,19.94527,batch2,a2i
ola_mES_a2i_2_3.counts,-19.618824,-19.646265,-32.355743,28.87592,-29.62069,27.448172,-18.72102,8.476427,-18.054953,0.43970144,batch2,a2i
ola_mES_a2i_2_30.counts,-3.7277946,-76.29447,-36.83576,29.372433,8.117784,-22.276033,9.000083,12.798979,4.7125974,-11.523698,batch2,a2i
ola_mES_a2i_2_31.counts,-55.69368,13.250105,-44.488216,37.522728,-5.022734,-2.571,-16.136213,9.0049715,6.385544,59.37828,batch2,a2i
ola_mES_a2i_2_32.counts,3.146265,-71.74768,-36.00222,20.22421,-26.335274,10.468553,3.4617143,4.76773,-3.8667054,-14.034162,batch2,a2i
ola_mES_a2i_2_33.counts,-14.282873,-33.916496,-40.52731,25.934437,6.4239855,3.797842,4.0205812,12.952,-28.098166,-7.403415,batch2,a2i
ola_mES_a2i_2_34.counts,7.2216053,-55.462494,-45.534492,18.596342,-28.430187,3.865769,10.099939,-3.0855927,13.295588,-8.781072,batch2,a2i
ola_mES_a2i_2_35.counts,15.596622,-80.492905,-25.267216,19.99827,-7.796915,-27.362503,8.744853,34.185177,0.43094757,-19.95843,batch2,a2i
ola_mES_a2i_2_36.counts,-5.2525196,-59.677246,-53.578632,21.645273,32.70582,-11.681958,10.744543,7.8567157,0.57995856,-22.537674,batch2,a2i
ola_mES_a2i_2_37.counts,9.405165,-75.55994,-29.813536,29.024532,-31.770084,-1.6827041,1.3593326,5.6850657,8.491565,-17.423431,batch2,a2i
