cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_2i_2_21.counts,1.855783,-0.6170498,0.9018778,0.6954848,0.39674488,-0.10257101,-0.0040708557,-0.28904092,0.00955488,-0.1885435,batch2,2i
ola_mES_2i_2_22.counts,0.34149837,-0.9310101,0.70675236,-0.04702649,-0.07639628,-0.40882254,-0.24553832,-0.18844913,0.2840449,0.03568381,batch2,2i
ola_mES_2i_2_23.counts,0.5244187,-1.0621973,0.7675678,0.29765314,0.4040286,-0.18064551,0.053883776,-0.16599226,0.57014114,-0.11055112,batch2,2i
ola_mES_2i_2_24.counts,0.3619586,-0.47225758,0.35622415,0.7513895,-0.06565687,0.14130142,-0.13407776,-0.5171788,-0.07382174,0.1559747,batch2,2i
ola_mES_2i_2_25.counts,0.7424942,-0.8275032,0.31632596,0.2796504,0.17793886,0.07731314,-0.42206404,-0.3180377,0.40266666,-0.10797128,batch2,2i
ola_mES_2i_2_26.counts,1.4138546,-0.7584344,1.0154042,0.7287873,0.039562725,-0.24002096,0.03119658,0.30712813,0.13772938,0.2229772,batch2,2i
ola_mES_2i_2_27.counts,0.65353763,-0.4839738,0.35909164,-0.09489825,0.5529732,-0.26744527,-0.17617734,-0.18782593,0.17632635,0.07811726,batch2,2i
ola_mES_2i_2_28.counts,-0.026415853,-1.3348975,0.029129954,0.6539238,0.13030536,-0.09517762,0.20180258,-0.48320985,0.1682297,0.24249987,batch2,2i
ola_mES_2i_2_29.counts,0.8757765,-0.26915193,0.39880234,0.1431193,0.5312563,-0.681659,0.09209857,-0.52184683,0.14290236,-0.16376957,batch2,2i
ola_mES_2i_2_3.counts,0.6562012,-0.9818161,0.41497707,-0.15160921,0.43429568,-0.13406946,-0.4033668,-0.23976783,0.18466802,0.027130775,batch2,2i
ola_mES_2i_2_30.counts,0.7450696,-0.55745333,0.81919605,-0.46779835,-0.18307288,0.44458133,0.32894397,-0.32623467,0.040750682,-0.0188246,batch2,2i
ola_mES_2i_2_31.counts,0.7015699,-1.046663,0.55174375,-0.49367434,0.2309713,-0.32442766,0.17323941,-0.08490355,0.39107966,-0.6452094,batch2,2i
ola_mES_2i_2_32.counts,1.3818603,-0.847431,0.057562783,-0.286386,-0.07230221,0.3851069,-0.8080367,0.037200227,0.09791168,0.004548587,batch2,2i
ola_mES_2i_2_33.counts,1.2057499,-1.126401,0.58771,-0.9671757,0.25973862,-0.22448623,0.22357577,0.27286088,-0.24911289,-0.65724623,batch2,2i
ola_mES_2i_2_34.counts,0.5000253,-0.859457,0.43242174,-0.3832662,0.09785543,-0.047475994,-0.20193073,-0.022701997,-0.013942211,-0.6283888,batch2,2i
ola_mES_2i_2_35.counts,0.7905548,-0.6522538,0.41771826,-1.1770301,0.0032527742,-0.033145458,-0.015745083,-0.21739754,-0.036637705,0.028667666,batch2,2i
ola_mES_2i_2_36.counts,1.4722395,0.047872275,0.09150045,2.4633482e-05,-0.20521106,-0.19845691,-0.030850226,-0.38390914,-0.37008396,0.28100213,batch2,2i
ola_mES_2i_2_37.counts,0.0706783,-1.0349418,-0.44379884,-0.5262905,0.45536846,0.033849627,-0.41257143,-0.2535148,-0.16135745,-0.17510898,batch2,2i
ola_mES_2i_2_38.counts,0.44664735,-1.2853419,0.41434842,0.4263424,-0.13610712,-0.9424283,-0.17934889,-0.13607709,0.20174702,-0.12456071,batch2,2i
ola_mES_2i_2_39.counts,0.9509364,-0.38402683,0.0048891837,-0.24708779,-0.2210836,-0.08613606,-0.45936018,0.28062773,-0.58342993,0.007589638,batch2,2i
ola_mES_2i_2_4.counts,1.9805765,-0.10805026,0.51553494,0.56978434,0.8588786,-0.19487673,0.12632796,0.17396471,-0.19984129,-0.049162254,batch2,2i
ola_mES_2i_2_40.counts,1.476472,-0.45949328,1.0141402,0.50422263,0.12422084,0.082325734,0.09476864,-0.30595535,0.19107138,0.10680266,batch2,2i
ola_mES_2i_2_41.counts,1.1081882,-1.1395957,0.3824691,0.49763492,-0.39392015,-0.24552822,-0.07007778,-0.30556852,-0.022569874,-0.22770278,batch2,2i
ola_mES_2i_2_42.counts,1.4458542,-0.8616314,0.8653316,-0.030893445,0.33833823,0.1345084,0.47130537,0.36432695,-0.54879105,-0.27852702,batch2,2i
ola_mES_2i_2_43.counts,1.4772718,-0.73132944,0.25350675,-0.77272505,0.36507303,0.23535788,-0.5486286,0.04136981,0.2743999,-0.36422274,batch2,2i
ola_mES_2i_2_44.counts,1.6692756,-0.7858378,-0.010339352,-1.083596,0.1424681,0.22533612,-0.08897175,0.01621345,-0.007553468,-0.5183374,batch2,2i
ola_mES_2i_2_46.counts,0.54880637,-1.0795889,0.7439152,-0.22725968,-0.14266895,-0.16027856,0.28424987,-0.43373692,-0.09265084,0.11041128,batch2,2i
ola_mES_2i_2_47.counts,1.8306181,-0.6165701,0.5055538,-0.69841754,-0.33212537,0.047132075,0.06914751,-0.13793758,-0.13245979,0.17576322,batch2,2i
ola_mES_2i_2_48.counts,1.8767112,-0.55232215,0.9699592,0.2165791,0.12524725,-0.8071969,0.48322126,0.11628167,-0.04541548,0.1658849,batch2,2i
ola_mES_2i_2_49.counts,1.113442,-0.5765041,-0.21999148,-0.88101286,0.019930441,0.52551574,-0.40495032,-0.1003953,-0.29555675,0.07534514,batch2,2i
ola_mES_2i_2_5.counts,1.5669041,0.1157731,0.13252448,0.43448624,0.5242561,-0.084126376,-0.29279464,0.12015196,0.26738396,0.40812218,batch2,2i
ola_mES_2i_2_50.counts,1.2702142,-0.8160732,-0.05925105,-0.28049532,-0.0830881,0.7468382,0.05165066,0.098108634,0.03919524,0.5125236,batch2,2i
ola_mES_2i_2_51.counts,1.2014332,-0.2586192,0.8131262,-0.022412753,-0.3972542,-0.051347822,0.48289812,-0.64275897,-0.11298023,-0.004163265,batch2,2i
ola_mES_2i_2_52.counts,2.0540886,-0.7531156,0.06905591,-0.3610234,-0.33256632,0.35231668,-0.2709365,0.20195241,0.03103105,-0.066512704,batch2,2i
ola_mES_2i_2_53.counts,0.7683736,-0.62223005,0.22356136,-1.0048472,-0.2986232,-0.3552532,-0.15216294,-0.22639342,-0.16400775,-0.08702606,batch2,2i
ola_mES_2i_2_54.counts,1.6498454,0.11455184,0.26558322,-0.45017397,0.27513647,-0.45465916,0.43174744,0.3230882,-0.65494555,-0.15884472,batch2,2i
ola_mES_2i_2_55.counts,0.74257493,-0.79140687,0.3533713,-0.4660735,0.21595664,-0.22707452,-0.4451595,0.037463643,0.15913089,-0.20045532,batch2,2i
ola_mES_2i_2_56.counts,1.6845126,-0.8519189,-0.09065152,0.36593577,-0.4645477,-0.024662942,-0.45288336,0.40065956,-0.32006365,-0.18686637,batch2,2i
ola_mES_2i_2_57.counts,0.95178366,-0.47152752,0.88627493,0.3628015,-0.12235893,-0.15278879,-0.2152893,-0.02556622,-0.04996682,-0.36250955,batch2,2i
ola_mES_2i_2_58.counts,0.16326013,-0.5892606,0.10393262,-0.2929611,0.20538211,0.04121054,0.12053799,-0.41482487,-0.19549842,0.4557518,batch2,2i
ola_mES_2i_2_59.counts,2.1052508,-0.7203827,0.059910372,0.15532741,-0.46970624,-0.20712292,-0.2707914,0.09042081,-0.24791685,0.21858552,batch2,2i
ola_mES_2i_2_6.counts,1.157342,-0.8793281,0.9981955,-0.32414734,0.17791003,-0.042462066,0.21135911,0.16524208,0.04581513,0.36341548,batch2,2i
ola_mES_2i_2_60.counts,1.1331466,-0.8622743,0.3870164,-0.21230698,-0.1779346,-0.7542162,0.15213378,-0.36999774,0.32536942,-0.04394524,batch2,2i
ola_mES_2i_2_61.counts,1.7376763,-0.7062089,0.3350802,0.51373553,0.265859,0.031120121,-0.46444044,0.20833637,-0.0009945966,-0.13900754,batch2,2i
ola_mES_2i_2_62.counts,1.3017018,-0.49795237,0.46587124,-0.2057936,-0.37899315,-0.43234536,-0.091214076,-0.42370012,0.22773658,0.20435087,batch2,2i
ola_mES_2i_2_63.counts,0.72984874,-1.0134723,-0.28459126,-0.110665694,-0.44754598,0.13915417,-0.1388419,-0.57333255,0.12612477,-0.1716771,batch2,2i
ola_mES_2i_2_64.counts,1.0050433,-0.30534732,0.42572233,-0.12183326,-0.49756807,-0.22598255,0.24735516,-0.20991625,-0.2578321,-0.49441326,batch2,2i
ola_mES_2i_2_66.counts,1.8761636,-0.9849926,0.6635966,-0.29882059,0.32214,-0.45715106,-0.10760987,0.4341518,-0.22958073,-0.29196772,batch2,2i
ola_mES_2i_2_67.counts,0.7704392,-0.9583685,0.3628784,1.1472359,0.35550007,-0.4193723,-0.20679013,-0.013664648,-0.13978998,0.18902092,batch2,2i
ola_mES_2i_2_68.counts,1.1351004,-1.1031353,0.33189794,-0.61717045,0.056514792,-0.16875775,-0.11195494,0.04876782,0.041923262,0.3422147,batch2,2i
ola_mES_2i_2_69.counts,0.57797706,-0.16241579,0.6385708,-0.6315737,0.31290045,-0.65997994,-0.08094683,0.053331204,-0.005851264,0.0818622,batch2,2i
ola_mES_2i_2_7.counts,0.92811465,-0.5127548,0.7097235,-0.459939,-0.29485935,-0.4319441,-0.11759481,-0.24426347,-0.0972158,0.12217813,batch2,2i
ola_mES_2i_2_72.counts,0.2477536,-0.5418643,0.3505079,-0.28374854,0.2903791,-0.60042965,-0.1958997,-0.37207872,0.085580245,0.06981533,batch2,2i
ola_mES_2i_2_73.counts,0.6450953,-1.6168873,-0.026039355,-0.34496784,-0.57576835,0.06315954,-0.41855347,-0.15528895,0.09398909,-0.042289652,batch2,2i
ola_mES_2i_2_74.counts,1.4474192,-0.7426073,-0.55178666,0.15286729,-0.095413275,0.3981566,0.051573083,-0.03372404,-0.8080273,0.23846802,batch2,2i
ola_mES_2i_2_75.counts,0.3287918,-0.69185054,-0.018831996,0.33698493,0.044246145,0.15717736,-0.49256492,-0.33369434,-0.14238907,0.23066686,batch2,2i
ola_mES_2i_2_76.counts,0.9432025,-0.6985458,0.22834451,-0.12148008,0.28883344,0.30893308,-0.26917067,-0.38351715,-0.25331393,-0.48452005,batch2,2i
ola_mES_2i_2_79.counts,1.3655608,-0.6359813,0.7438801,0.017496847,-0.44606316,0.20720279,0.051774353,-0.5198623,0.53988147,0.073300526,batch2,2i
ola_mES_2i_2_8.counts,0.9141548,-0.778098,-0.1318284,-0.5405955,0.13446411,0.0348458,-0.43574363,-0.5786195,0.08842741,-0.092369616,batch2,2i
ola_mES_2i_2_80.counts,0.8469153,-0.9865097,0.71928614,-0.070816055,-0.050792336,-0.3769682,-0.1314605,0.38085973,-0.43795997,0.060650706,batch2,2i
ola_mES_2i_2_81.counts,1.4371178,-0.5289739,1.0451833,-0.8048749,0.5215225,0.1874828,0.07343918,0.02891917,-0.6467585,-0.29337284,batch2,2i
ola_mES_2i_2_85.counts,0.46133396,-1.1685677,0.7853198,-0.19266747,0.26003695,-0.06250878,-0.18821499,0.042301215,0.3785196,0.049740773,batch2,2i
ola_mES_2i_2_86.counts,1.1359735,-0.99931175,-0.1692133,0.8200755,0.17731346,0.4040324,0.028620094,-0.0051437616,0.15409485,0.46398792,batch2,2i
ola_mES_2i_2_87.counts,0.76078236,-0.8782596,0.0928175,-0.24105258,0.07378381,0.634997,-0.60419214,-0.01038976,0.022310589,-0.2372573,batch2,2i
ola_mES_2i_2_90.counts,1.2543273,-0.49349672,0.9926362,-0.3488201,0.22167535,0.5955628,0.70730966,-0.12201498,-0.2638169,0.07693843,batch2,2i
ola_mES_2i_2_91.counts,0.63547754,-0.76861817,0.77597135,0.7092409,0.8322469,-0.55046284,0.034851234,-0.28418383,0.3434964,-0.32716724,batch2,2i
ola_mES_2i_2_93.counts,0.9044442,-1.0406666,0.28366476,0.18460652,0.18138474,-0.49446458,-0.020017661,0.2886909,-0.5803596,0.08012786,batch2,2i
ola_mES_2i_2_94.counts,0.87871283,-0.9630543,0.7509789,0.63407236,0.74386734,0.031493463,0.66911817,-0.15239182,-0.027659474,-0.2872112,batch2,2i
ola_mES_2i_2_95.counts,1.7589295,-0.3312437,0.24069731,0.38833147,0.11280697,0.669816,0.6460689,0.33410475,-0.24722604,-0.114933975,batch2,2i
ola_mES_2i_3_10.counts,0.6622452,-0.58359486,-0.7689033,-0.22204907,1.0279133,-0.26314852,-0.041869614,-0.4111059,0.09723749,0.12291499,batch3,2i
ola_mES_2i_3_11.counts,0.8575442,-0.6133988,-0.7252756,0.9902212,0.58049285,0.06839785,-0.3452477,0.07502958,0.23100753,0.40406877,batch3,2i
ola_mES_2i_3_12.counts,0.7529869,-1.5924959,-0.9639344,-0.07483832,-0.26823485,-0.39051142,0.31878677,-0.050324596,0.3386346,-0.120648764,batch3,2i
ola_mES_2i_3_13.counts,0.9553629,-0.9508172,-1.7999854,-0.35877633,-0.52393264,0.15706393,-0.09958923,-0.17655624,-0.0021210331,0.008667354,batch3,2i
ola_mES_2i_3_15.counts,0.48593122,-0.8298255,-1.3148285,0.47365052,-0.74916756,-0.24003911,0.30207837,-0.6457225,0.5778158,-0.21809225,batch3,2i
ola_mES_2i_3_16.counts,1.0222034,-0.54342014,-1.651801,0.60562336,-0.5519506,-0.06872296,-0.13194683,-0.11124039,-0.15391348,-0.356238,batch3,2i
ola_mES_2i_3_17.counts,2.1894083,-0.6841615,-0.95736194,0.16668722,-0.18319836,0.78879446,-0.22819087,0.007596642,0.19757064,0.07512933,batch3,2i
ola_mES_2i_3_18.counts,0.4286424,-0.98736393,0.0007626519,0.59021634,0.76445174,0.029607296,0.29822594,0.28653455,-0.566512,-0.09932841,batch3,2i
ola_mES_2i_3_19.counts,0.12884948,-0.8395618,-1.2446536,0.23858592,-0.00283359,0.03675693,-0.14365362,-0.03965021,-0.32224128,0.08612502,batch3,2i
ola_mES_2i_3_2.counts,-0.16983417,-1.0115837,-0.40574494,1.3192092,-0.07590787,0.4954288,-0.25377297,-0.23523863,-0.2705924,0.24088512,batch3,2i
ola_mES_2i_3_20.counts,0.49338663,-0.9519048,-1.0669466,0.34325814,-0.3050013,-0.68499994,-0.27855965,0.13063332,0.06470103,0.032344177,batch3,2i
ola_mES_2i_3_21.counts,1.7099137,-0.84228516,-0.46601808,0.67575276,-0.15614824,0.70885634,-0.017329365,0.05112663,-0.57434124,-0.049023118,batch3,2i
ola_mES_2i_3_23.counts,1.620677,-0.608165,-0.35330907,0.09274331,0.46581528,-0.39469245,0.51176196,0.17442454,0.23518856,0.03729964,batch3,2i
ola_mES_2i_3_25.counts,0.5906182,-0.7659118,-1.6717373,-0.101464644,-0.02999933,0.16571498,-0.032659233,-0.5622329,0.10518194,0.008837163,batch3,2i
ola_mES_2i_3_26.counts,1.4358243,-0.09087223,-0.734009,0.4702842,0.44225505,-0.3871366,0.31462514,-0.51369524,-0.2412787,0.21820019,batch3,2i
ola_mES_2i_3_28.counts,1.1273236,-0.08897948,-0.77558136,-0.10426415,-0.34795785,-0.11637156,0.89441437,-0.12141986,-0.25321642,0.037806787,batch3,2i
ola_mES_2i_3_30.counts,1.0178483,-0.9869691,-1.5638392,-0.9066669,-0.14174531,-0.10775353,-0.0038167518,0.142523,0.22721677,-0.3385254,batch3,2i
ola_mES_2i_3_31.counts,0.8965306,-1.5020782,-0.3780079,-0.0822905,0.28267556,0.7257167,0.05105187,-0.2939724,-0.023665309,0.37513533,batch3,2i
ola_mES_2i_3_33.counts,-0.54118586,-1.8952087,-0.33139193,0.31401414,-0.387851,0.0073391944,0.14316833,-0.58609635,0.2292011,-0.08265062,batch3,2i
ola_mES_2i_3_36.counts,0.64774156,-0.98006654,-0.43774256,0.22347032,0.02408433,0.4211795,0.05595547,0.6499984,-0.020589065,0.0349472,batch3,2i
ola_mES_2i_3_37.counts,1.7000835,-1.4478605,-0.78542316,-0.1807709,-1.0587144,0.10542053,-0.09196478,0.42211682,0.5044911,0.032156855,batch3,2i
ola_mES_2i_3_38.counts,0.085466385,-1.2504091,-0.6519842,-0.10512066,-0.64042586,-0.0978788,-0.17442392,-0.7596345,-0.31729394,0.4830087,batch3,2i
ola_mES_2i_3_39.counts,0.9329992,-1.70973,0.6768063,-0.20560779,-1.2916192,-0.63768196,0.017338768,0.49740016,-0.048742056,0.39792308,batch3,2i
ola_mES_2i_3_4.counts,1.5344818,-0.41482002,-0.7895359,-0.32954997,0.4179676,-0.6363788,0.33179736,-0.053672656,-0.5077343,0.24481148,batch3,2i
ola_mES_2i_3_41.counts,0.22585838,-0.7301732,-1.0579664,0.28475812,0.67485017,-0.37952915,-0.140557,0.02117749,0.24798834,0.07488205,batch3,2i
ola_mES_2i_3_42.counts,1.1978772,-1.1055557,-0.569616,0.13866307,-0.39408603,0.6526549,0.17658906,0.36987677,0.013987166,0.7188731,batch3,2i
ola_mES_2i_3_43.counts,0.5574134,-0.5353667,-0.89056844,-0.10920401,0.03390945,-0.2836505,0.03309672,0.41712382,-0.4579843,-0.6707026,batch3,2i
ola_mES_2i_3_45.counts,0.33868256,-0.91803765,0.1138491,0.7876441,0.6655037,0.3348963,0.17450848,-0.4163428,0.07335815,0.26370925,batch3,2i
ola_mES_2i_3_46.counts,0.40984848,-0.6575057,-0.14914641,1.2231107,0.3321246,-0.084464744,0.36742255,-0.42785627,0.08098937,0.17044166,batch3,2i
ola_mES_2i_3_47.counts,0.7172757,-1.2002314,-1.3852088,-0.10490756,-0.61704123,0.29482257,-0.2587214,-0.11391428,0.034797292,0.11950517,batch3,2i
ola_mES_2i_3_49.counts,0.69581413,-0.4090354,-1.127862,1.0546952,0.5596278,0.06398881,-0.515314,-0.32193112,-0.073540345,0.12192547,batch3,2i
ola_mES_2i_3_5.counts,1.7501975,-0.39406005,-0.99991894,-0.25840402,0.42082772,-0.4224762,-0.12887436,0.6953584,-0.05744137,0.15875424,batch3,2i
ola_mES_2i_3_52.counts,1.0427539,-0.87626225,-0.9665394,0.2384202,0.08349999,-0.36247182,0.056749173,0.32729208,0.26190704,0.264282,batch3,2i
ola_mES_2i_3_54.counts,2.0335662,-1.0741031,1.0217991,0.51029325,-0.7537925,0.27128655,-0.24177536,0.5146005,0.11926871,0.15773027,batch3,2i
ola_mES_2i_3_56.counts,0.49694693,-0.86067283,-1.5981472,-0.13521436,-0.34964982,0.0293886,-0.3592546,-0.036494806,-0.2258017,0.0754019,batch3,2i
ola_mES_2i_3_57.counts,1.3310852,-0.46897772,-1.0582652,1.2736852,-0.33425078,0.0036206841,-0.51172173,-0.18722245,-0.48969147,0.10761307,batch3,2i
ola_mES_2i_3_58.counts,1.733923,-1.0659001,-0.74307567,0.76499015,0.21431585,-0.6069212,0.09352042,0.23830841,-0.27773374,-0.16286421,batch3,2i
ola_mES_2i_3_6.counts,0.9844776,-0.720919,-1.7447771,-0.55056834,-0.1833148,-0.29808867,-0.08210702,0.14802587,0.051672272,-0.19308424,batch3,2i
ola_mES_2i_3_62.counts,1.0060445,-1.6232924,-0.57151943,-0.65187675,0.056861676,0.2130838,0.30581787,0.37305027,0.28601444,-0.17394854,batch3,2i
ola_mES_2i_3_65.counts,1.0873128,-1.1621473,-1.2167097,-0.20324193,-1.2970579,-0.41811043,0.41970876,-0.29561767,-0.27456468,0.108506344,batch3,2i
ola_mES_2i_3_66.counts,0.5264686,-0.49706602,-0.24665901,0.15929036,-0.61360794,1.0581148,0.24971378,-0.170611,0.15707901,0.14394371,batch3,2i
ola_mES_2i_3_69.counts,0.58001035,-0.8850354,0.84928685,1.2414275,0.11542763,1.0940065,-0.7324595,-0.009162843,0.040023312,0.48113558,batch3,2i
ola_mES_2i_3_7.counts,-0.37092808,-1.0211875,-0.56743926,0.8059168,0.55006546,-0.83047646,0.019540848,-0.4514341,-0.49543068,-0.10794596,batch3,2i
ola_mES_2i_3_73.counts,-0.48213214,-1.2011522,-0.96558595,0.7038827,0.517689,-0.49072593,-0.051666986,-0.52271354,-0.3499447,-0.17478965,batch3,2i
ola_mES_2i_3_76.counts,0.8081648,-1.1305163,-0.90405357,-0.5153639,-0.4302875,-0.29096097,0.18018007,-0.04267736,0.12535761,-0.051004633,batch3,2i
ola_mES_2i_3_77.counts,0.3954252,-0.7896283,-0.9359987,1.0346758,0.15172958,0.054756284,-0.07419589,-0.07355967,0.14417249,-0.011056051,batch3,2i
ola_mES_2i_3_78.counts,1.345624,-0.82403827,-0.5224136,-0.8445712,-0.31668544,0.42214513,0.4542537,-0.57093364,-0.332619,-0.21199106,batch3,2i
ola_mES_2i_3_79.counts,0.4949,-1.0691962,-1.242009,0.40741333,-0.45106915,-0.49402517,0.09331292,-0.4016463,0.48495436,0.024385536,batch3,2i
ola_mES_2i_3_8.counts,-0.08952618,-0.31788248,-0.8879364,0.48506454,0.6010277,-0.3577072,-0.029732868,-0.85957456,-0.5121566,0.0019495003,batch3,2i
ola_mES_2i_3_80.counts,0.8735115,-1.6434033,-0.9414464,-0.15785046,0.18620184,-0.02486895,0.21578775,-0.15632755,0.05315554,-0.15355222,batch3,2i
ola_mES_2i_3_82.counts,1.7392904,-0.45088655,-0.6564972,0.49311897,0.257072,-0.24594936,-0.13318965,0.72772926,0.080504835,0.19605337,batch3,2i
ola_mES_2i_3_83.counts,1.3237758,-0.6714715,-0.7722285,0.7869754,0.34649542,-0.45636922,0.19433428,0.1998257,0.48877272,-0.043644886,batch3,2i
ola_mES_2i_3_84.counts,1.3937162,-0.73310876,-0.65742594,0.23947497,0.41161278,-1.0178857,0.012572415,0.52390796,-0.042509988,0.030189835,batch3,2i
ola_mES_2i_3_87.counts,0.7460613,-0.50028706,-1.3056196,-0.15471947,0.5656942,-0.58032274,0.00038530678,-0.39100608,0.0055663954,0.1548931,batch3,2i
ola_mES_2i_3_88.counts,1.3937573,-1.1049225,-0.41705766,-0.11436152,-0.25216284,-0.29987872,0.66962147,0.48282364,-0.17372641,0.15100951,batch3,2i
ola_mES_2i_3_90.counts,1.7717068,-0.3452195,-0.92044705,0.038310662,-0.22374474,-0.2778107,0.66998523,-0.18268162,0.06773665,-0.25931308,batch3,2i
ola_mES_2i_3_91.counts,0.5355623,-0.71228254,-0.89039004,0.42478126,0.46284413,-0.23495823,-0.36496007,0.30368346,0.18981037,0.19122732,batch3,2i
ola_mES_2i_3_92.counts,-0.0075538456,-1.1145015,-1.5659903,-0.4852029,-0.09067611,0.6593326,-0.22088781,-0.32181036,-0.41269204,-0.043550406,batch3,2i
ola_mES_2i_3_96.counts,1.7730746,-0.89836544,2.419152,-0.50713813,-1.048716,0.24128054,0.06290099,0.08241646,-0.27591637,0.43384555,batch3,2i
ola_mES_a2i_2_1.counts,0.75625956,0.67229813,1.0071349,0.38451555,0.2726844,0.0154291205,0.17241727,0.30953264,0.256586,-0.218852,batch2,a2i
ola_mES_a2i_2_10.counts,0.75658417,0.5374507,0.656051,-0.37367204,-0.2946118,0.16518681,-0.45162317,0.34311876,0.10312033,0.08565888,batch2,a2i
ola_mES_a2i_2_11.counts,0.36132222,0.54825485,-0.18459474,-0.68309164,-0.43099517,0.14876957,0.21597566,-0.34516692,-0.17061836,0.16908547,batch2,a2i
ola_mES_a2i_2_12.counts,0.26342297,0.7619803,0.57491446,-0.07430395,-0.35877764,0.17915587,-0.44595408,0.12837,-0.15710345,0.21735403,batch2,a2i
ola_mES_a2i_2_13.counts,-0.16149554,0.37408626,0.5644105,-0.3787827,-0.19964164,-0.26752734,-0.42211878,-0.18279226,0.053520873,-0.052408703,batch2,a2i
ola_mES_a2i_2_14.counts,0.30420455,1.2136889,0.78416497,-0.4673903,-0.05206874,0.27365196,0.038125362,-0.113639,-0.15465413,0.31379882,batch2,a2i
ola_mES_a2i_2_15.counts,0.7602773,0.8255451,0.6114742,-0.32458827,0.28308937,0.32681614,-0.07497112,0.15828304,0.4671024,-0.3907136,batch2,a2i
ola_mES_a2i_2_16.counts,0.49498802,1.1937749,0.11683141,0.29533717,-0.3927172,0.7705288,0.1766668,-0.9160594,0.12324578,0.34127706,batch2,a2i
ola_mES_a2i_2_17.counts,0.20288265,1.3639128,1.0185834,-0.19023857,-0.095435366,-0.358654,0.009342074,-0.30457842,-0.4020651,0.1814737,batch2,a2i
ola_mES_a2i_2_18.counts,0.8576839,0.3269869,1.0457964,-0.23473433,0.4075303,-0.36245307,0.16853745,0.03388549,-0.2727957,0.5363546,batch2,a2i
ola_mES_a2i_2_19.counts,1.4016821,1.0965574,0.64040035,0.34710163,0.14034294,0.4829381,-0.066519424,0.6795217,-0.42460966,0.34349057,batch2,a2i
ola_mES_a2i_2_2.counts,0.34950647,0.8283467,0.58164644,0.29301593,0.5192273,0.065959394,0.63199085,-0.6636593,-0.28892618,-0.32376334,batch2,a2i
ola_mES_a2i_2_20.counts,1.2629174,1.3021609,0.26396817,0.38568518,-0.17969319,-0.47808996,-0.19747165,-0.114779525,0.038784213,0.16870716,batch2,a2i
ola_mES_a2i_2_21.counts,0.1361611,0.24348705,-0.14784294,-0.16456166,0.52687234,0.10689771,0.024365727,-0.78255415,0.23693608,0.11198521,batch2,a2i
ola_mES_a2i_2_22.counts,0.5091329,0.6048152,0.8307677,-0.054993678,0.35339776,0.2993744,-0.19167782,-0.2156645,0.039808486,-0.15431304,batch2,a2i
ola_mES_a2i_2_23.counts,0.5664404,0.24650463,-0.4069958,-0.88287205,-0.10882858,0.34646562,-0.4400299,-0.29261747,0.2838431,-0.3290115,batch2,a2i
ola_mES_a2i_2_24.counts,-0.4381673,0.9043306,0.5699017,-0.9217136,0.23138258,-0.4006218,-0.2166568,-0.25406078,-0.29190892,0.33626616,batch2,a2i
